perf,rt,cond,block,sbj
1,529.9816,3,5,5
1,429.9845,1,5,5
1,400.0916,1,5,5
1,470.0081,1,5,5
0,439.9847,3,5,5
1,359.9874,1,5,5
1,459.9592,1,5,5
1,539.9815,1,5,5
1,509.9824,3,5,5
0,389.9856,3,5,5
1,489.9832,1,5,5
1,439.9847,1,5,5
1,449.9857,1,5,5
1,439.9833,3,5,5
1,519.9806,1,5,5
1,389.987,1,5,5
1,479.9803,3,5,5
1,469.9838,1,5,5
1,599.9796,1,5,5
1,429.9851,1,5,5
1,449.9848,3,5,5
1,769.9733,3,5,5
0,769.9727,1,5,5
1,569.9805,1,5,5
1,579.9793,2,5,5
1,549.9814,3,5,5
0,759.9714,1,5,5
1,669.9754,2,5,5
1,689.9765,3,5,5
0,NaN,1,5,5
1,749.9738,1,5,5
1,569.978,2,5,5
1,479.9833,3,5,5
1,549.9814,1,5,5
1,699.975,1,5,5
1,669.9765,3,5,5
1,469.9843,3,5,5
1,619.9788,1,5,5
1,439.9855,1,5,5
0,669.9757,1,5,5
1,499.9828,3,5,5
1,570.0755,2,5,5
1,689.9776,1,5,5
0,699.9744,3,5,5
1,589.9803,2,5,5
0,639.9774,1,5,5
1,639.978,3,5,5
1,669.9771,2,5,5
1,589.9781,1,5,5
1,819.9696,1,5,5
1,689.9746,3,5,5
1,439.9855,2,5,5
1,419.9852,1,5,5
1,469.9824,3,5,5
1,659.9775,2,5,5
1,419.9877,3,5,5
1,459.9847,1,5,5
1,809.9722,1,6,5
1,429.984,3,6,5
1,420.0101,2,6,5
0,389.9876,3,6,5
1,419.9849,1,6,5
1,529.9694,1,6,5
1,560.0061,1,6,5
1,459.9839,1,6,5
1,439.9847,3,6,5
1,549.9802,1,6,5
1,689.9765,3,6,5
1,769.9738,2,6,5
1,429.9843,1,6,5
1,389.9867,3,6,5
1,439.9833,2,6,5
0,429.9845,1,6,5
1,639.9769,3,6,5
1,659.9769,1,6,5
1,609.9795,1,6,5
1,789.9714,3,6,5
1,389.9856,1,6,5
1,539.9801,2,6,5
1,469.9826,2,6,5
1,889.9679,3,6,5
1,499.9828,1,6,5
1,879.9685,1,6,5
1,659.9755,3,6,5
0,769.9722,2,6,5
1,509.9824,1,6,5
1,499.9823,3,6,5
1,529.9796,3,6,5
1,699.9758,1,6,5
1,579.9801,1,6,5
1,509.9827,1,6,5
1,709.9754,1,6,5
1,499.9839,3,6,5
1,419.9855,1,6,5
1,679.9741,1,6,5
1,769.9724,3,6,5
1,539.9818,3,6,5
1,519.982,1,6,5
1,509.9805,1,6,5
1,669.9759,2,6,5
1,419.9852,2,6,5
1,489.9824,3,6,5
1,419.9838,3,6,5
1,399.9849,1,6,5
1,519.982,1,6,5
1,369.9867,1,6,5
1,389.9853,3,6,5
1,459.9842,1,6,5
1,619.9785,1,6,5
1,559.979,1,6,5
1,569.9777,3,6,5
1,509.981,1,6,5
1,669.9779,1,6,5
1,379.9852,3,6,5
1,499.9809,1,6,5
1,679.9747,1,6,5
1,529.9819,3,6,5
1,709.9494,1,7,5
1,799.9709,1,7,5
1,479.9573,3,7,5
1,719.9745,2,7,5
1,459.9844,1,7,5
1,600.004,3,7,5
1,379.9874,1,7,5
1,429.9848,1,7,5
1,779.9477,3,7,5
1,550.0049,1,7,5
1,540.0056,3,7,5
0,419.9863,1,7,5
1,609.9792,1,7,5
1,469.984,3,7,5
1,549.9783,1,7,5
1,469.9832,3,7,5
1,399.9852,1,7,5
0,529.981,1,7,5
1,439.9855,1,7,5
1,389.9873,2,7,5
0,369.9859,3,7,5
1,459.9819,1,7,5
1,549.9814,1,7,5
1,459.9853,3,7,5
1,659.9755,3,7,5
1,659.9772,1,7,5
1,509.9819,1,7,5
1,989.9646,3,7,5
1,649.977,1,7,5
0,579.9801,2,7,5
1,899.9691,2,7,5
1,539.9806,3,7,5
0,699.975,1,7,5
1,619.976,3,7,5
1,689.9768,2,7,5
1,689.976,1,7,5
1,629.977,1,7,5
1,719.9745,3,7,5
1,539.982,1,7,5
0,NaN,1,7,5
1,459.9833,3,7,5
1,409.9879,1,7,5
1,529.9819,3,7,5
1,539.9812,1,7,5
1,379.9871,1,7,5
1,429.9929,2,7,5
1,759.9745,1,7,5
1,459.9861,3,7,5
1,529.9805,1,7,5
1,519.9809,3,7,5
1,579.9818,2,7,5
1,489.9827,2,7,5
0,NaN,3,7,5
1,429.9851,1,7,5
0,529.9816,1,7,5
1,459.9833,1,7,5
1,459.9839,3,7,5
1,509.983,1,7,5
1,459.9847,3,7,5
1,399.9874,1,7,5
1,779.997,1,8,5
1,719.9493,2,8,5
1,509.9805,3,8,5
1,489.9829,3,8,5
1,359.9879,1,8,5
1,379.9877,1,8,5
1,629.9515,1,8,5
1,439.9343,1,8,5
1,509.9827,3,8,5
1,489.9835,1,8,5
1,489.9824,3,8,5
1,380.0132,1,8,5
1,419.9863,2,8,5
1,499.9825,1,8,5
1,579.9796,3,8,5
0,679.9752,1,8,5
1,449.9851,2,8,5
0,829.9722,3,8,5
1,479.9836,1,8,5
1,429.9854,1,8,5
1,469.9852,3,8,5
1,479.9825,2,8,5
1,389.9867,3,8,5
1,379.9857,1,8,5
1,569.9808,1,8,5
1,719.975,3,8,5
1,449.984,1,8,5
1,419.9855,1,8,5
1,769.9733,3,8,5
1,709.9738,1,8,5
1,409.984,3,8,5
0,419.9844,1,8,5
1,429.9829,1,8,5
1,849.9695,1,8,5
1,549.9814,1,8,5
1,449.9848,3,8,5
1,429.9865,1,8,5
1,509.981,3,8,5
1,829.9706,1,8,5
1,649.9756,1,8,5
0,419.9844,3,8,5
1,659.978,1,8,5
1,499.9817,3,8,5
1,569.9808,1,8,5
1,479.9833,1,8,5
1,599.9777,2,8,5
1,499.9825,2,8,5
1,459.9847,3,8,5
1,419.9844,1,8,5
1,439.9841,3,8,5
0,399.9866,1,8,5
1,629.9781,2,8,5
1,599.9804,2,8,5
1,559.9801,3,8,5
1,429.9851,3,8,5
1,629.9776,1,8,5
1,479.9836,1,8,5
1,699.9747,1,8,5
1,549.9816,3,8,5
1,499.9837,1,8,5
0,NaN,2,1,6
0,NaN,1,1,6
1,599.9777,3,1,6
1,499.9559,3,1,6
1,519.9815,1,1,6
1,449.984,1,1,6
1,509.9816,1,1,6
1,539.982,1,1,6
0,679.9761,3,1,6
1,489.9824,1,1,6
1,500.0066,3,1,6
1,509.983,1,1,6
1,419.9833,3,1,6
1,449.9829,2,1,6
1,729.9746,1,1,6
1,529.9824,1,1,6
1,479.9845,1,1,6
1,629.9803,3,1,6
1,669.9776,3,1,6
1,459.9856,2,1,6
1,579.9821,1,1,6
1,439.9847,1,1,6
1,539.9826,1,1,6
1,549.9788,3,1,6
1,439.9844,1,1,6
0,589.9797,1,1,6
1,499.9842,3,1,6
1,399.9855,1,1,6
0,479.9839,3,1,6
1,439.9841,1,1,6
1,519.9812,3,1,6
1,439.9847,1,1,6
1,429.9857,1,1,6
1,649.977,3,1,6
1,439.9866,1,1,6
1,459.9839,1,1,6
0,549.9808,1,1,6
1,489.9818,2,1,6
1,429.9871,3,1,6
1,489.9832,1,1,6
1,669.9757,1,1,6
1,549.9797,3,1,6
1,509.981,1,1,6
1,469.9835,3,1,6
1,489.9827,2,1,6
1,559.9809,1,1,6
1,429.9851,1,1,6
0,439.9833,3,1,6
1,469.9832,2,1,6
1,459.9853,3,1,6
1,449.9848,2,1,6
0,519.9823,1,1,6
1,439.9827,1,1,6
1,519.9842,3,1,6
1,439.985,2,1,6
1,509.9813,1,1,6
1,429.9857,3,1,6
1,389.985,1,1,6
1,589.9795,1,1,6
1,439.9836,3,1,6
1,749.973,2,2,6
0,NaN,3,2,6
1,659.9766,2,2,6
1,709.9743,1,2,6
1,649.9765,1,2,6
1,689.9751,3,2,6
1,509.9816,1,2,6
1,580.0056,1,2,6
1,339.9621,3,2,6
1,499.9573,3,2,6
0,559.9829,1,2,6
1,559.9557,1,2,6
1,519.9817,1,2,6
0,549.9786,1,2,6
1,529.9819,3,2,6
0,NaN,1,2,6
1,519.9815,2,2,6
0,449.9846,3,2,6
0,409.9867,1,2,6
1,539.9823,1,2,6
1,559.9826,3,2,6
1,579.9813,1,2,6
1,789.9739,1,2,6
0,759.9734,3,2,6
1,809.9733,3,2,6
1,429.9851,1,2,6
0,739.9759,1,2,6
1,809.9703,3,2,6
1,429.9848,2,2,6
1,519.9823,1,2,6
1,469.9852,1,2,6
1,559.9812,2,2,6
1,479.9836,3,2,6
1,489.9843,1,2,6
1,709.9749,1,2,6
1,449.9821,3,2,6
1,619.9785,3,2,6
1,629.9778,2,2,6
1,649.9773,1,2,6
1,599.9785,1,2,6
1,569.9766,1,2,6
1,509.9827,3,2,6
1,469.9854,2,2,6
1,409.9859,1,2,6
1,609.9784,3,2,6
1,439.9844,1,2,6
1,479.9811,1,2,6
1,519.9828,3,2,6
1,539.9815,1,2,6
1,519.9812,3,2,6
0,619.9777,1,2,6
1,569.9814,1,2,6
1,449.9837,1,2,6
1,479.9839,3,2,6
1,529.983,1,2,6
1,429.9854,1,2,6
1,519.9817,3,2,6
1,609.9789,2,2,6
1,549.9791,1,2,6
1,499.9814,3,2,6
1,469.9829,1,3,6
1,489.9818,3,3,6
1,669.9768,1,3,6
1,439.985,1,3,6
1,670.1045,2,3,6
1,420.0096,3,3,6
0,459.9836,2,3,6
1,479.9839,1,3,6
1,439.9841,3,3,6
1,689.9508,3,3,6
1,709.9502,1,3,6
1,439.985,1,3,6
1,589.9781,1,3,6
0,429.9845,3,3,6
1,509.9821,1,3,6
1,549.9811,3,3,6
1,519.9812,1,3,6
1,519.9828,1,3,6
1,599.9788,2,3,6
1,559.9804,1,3,6
1,539.9809,3,3,6
1,619.9791,1,3,6
1,439.9847,1,3,6
1,479.9817,3,3,6
1,699.9761,1,3,6
1,839.9713,1,3,6
1,499.9809,3,3,6
1,459.9825,3,3,6
1,549.9808,1,3,6
1,400.032,1,3,6
1,479.9833,3,3,6
0,519.9817,1,3,6
1,429.9854,1,3,6
1,509.9819,3,3,6
1,399.986,2,3,6
1,529.9833,1,3,6
1,469.9826,3,3,6
0,669.9765,1,3,6
1,439.9836,1,3,6
1,430.1044,1,3,6
1,799.9707,2,3,6
1,519.9828,3,3,6
1,509.9819,3,3,6
1,439.9844,1,3,6
1,389.9884,1,3,6
1,529.9802,2,3,6
1,469.984,3,3,6
1,449.984,1,3,6
1,499.9828,2,3,6
1,499.9831,3,3,6
1,369.9898,1,3,6
1,379.9843,1,3,6
1,549.9791,3,3,6
1,719.975,1,3,6
1,619.9768,1,3,6
1,579.9804,3,3,6
1,469.9832,2,3,6
1,489.9827,1,3,6
1,489.9849,3,3,6
1,529.9802,1,3,6
1,729.9746,3,4,6
0,499.982,1,4,6
0,429.9848,1,4,6
0,629.9778,1,4,6
1,309.9891,3,4,6
0,499.982,2,4,6
1,719.9742,3,4,6
0,519.9557,1,4,6
1,609.9784,1,4,6
1,519.9568,3,4,6
1,479.9825,1,4,6
0,709.976,1,4,6
0,509.9807,1,4,6
1,689.9765,3,4,6
1,599.9796,1,4,6
1,649.9767,1,4,6
1,559.9793,3,4,6
0,879.9691,1,4,6
0,719.975,1,4,6
1,479.982,3,4,6
1,569.9808,2,4,6
1,419.9841,1,4,6
1,619.9542,3,4,6
0,489.9835,1,4,6
0,339.9901,1,4,6
0,519.9803,3,4,6
0,379.9877,2,4,6
1,399.9869,1,4,6
1,499.9817,1,4,6
1,749.9744,3,4,6
0,739.9748,3,4,6
1,729.9724,1,4,6
1,569.9797,1,4,6
1,599.9788,1,4,6
0,599.9785,1,4,6
1,529.981,3,4,6
1,599.9777,1,4,6
1,539.9809,3,4,6
1,619.9774,1,4,6
1,469.9821,3,4,6
1,539.9806,1,4,6
1,499.9825,1,4,6
1,599.9779,3,4,6
1,549.9788,2,4,6
1,529.9813,1,4,6
0,489.9841,2,4,6
0,509.9807,1,4,6
1,659.9758,3,4,6
0,649.9773,1,4,6
1,549.9814,1,4,6
1,529.9819,3,4,6
1,719.9747,1,4,6
1,509.9827,3,4,6
1,730.0452,1,4,6
0,679.9761,2,4,6
1,589.9795,2,4,6
1,539.9801,3,4,6
1,519.9812,1,4,6
1,589.9795,2,4,6
1,629.9795,3,4,6
0,590.0061,3,5,6
1,569.9797,2,5,6
1,499.9823,2,5,6
0,699.9758,1,5,6
0,560.0042,3,5,6
0,469.9829,1,5,6
0,479.9822,1,5,6
1,259.9897,3,5,6
1,609.9798,1,5,6
1,809.9705,2,5,6
0,649.9781,1,5,6
1,609.9532,3,5,6
1,459.9844,3,5,6
1,499.9797,1,5,6
0,609.9781,1,5,6
1,499.9797,1,5,6
1,489.9841,3,5,6
1,559.9832,1,5,6
1,609.9795,3,5,6
1,509.9824,2,5,6
1,539.9823,2,5,6
1,649.9759,3,5,6
1,539.9815,1,5,6
1,549.9794,2,5,6
1,569.9789,1,5,6
1,599.9793,3,5,6
1,489.9838,1,5,6
1,549.9825,1,5,6
1,499.9834,3,5,6
1,539.9806,1,5,6
0,499.9806,1,5,6
1,489.9827,3,5,6
0,509.9816,1,5,6
0,519.982,1,5,6
1,499.9825,1,5,6
1,529.9799,3,5,6
1,689.9757,1,5,6
0,749.9744,1,5,6
1,539.9801,3,5,6
1,469.9829,1,5,6
1,439.9861,3,5,6
0,559.9807,1,5,6
0,469.9824,3,5,6
1,429.9834,1,5,6
1,489.9843,1,5,6
1,629.9762,2,5,6
1,419.9861,3,5,6
0,859.9696,1,5,6
1,529.9819,1,5,6
1,509.9833,1,5,6
0,389.9873,3,5,6
1,649.9765,3,5,6
1,509.9813,1,5,6
1,739.9745,1,5,6
1,539.9795,1,5,6
1,889.9673,3,5,6
1,329.9883,2,5,6
1,499.9828,1,5,6
0,569.9786,1,5,6
0,559.9804,3,5,6
0,679.9512,3,6,6
1,579.9796,1,6,6
1,419.9847,1,6,6
1,669.9765,3,6,6
1,779.9734,1,6,6
1,539.9829,1,6,6
0,729.9998,1,6,6
1,769.9478,3,6,6
1,600.0042,1,6,6
1,670.0023,1,6,6
0,579.9549,3,6,6
1,639.9771,1,6,6
1,559.979,1,6,6
1,689.9754,1,6,6
0,529.9833,3,6,6
0,799.9723,1,6,6
1,549.98,2,6,6
1,629.9787,3,6,6
0,499.9817,1,6,6
0,549.9808,3,6,6
1,649.9767,2,6,6
1,579.981,1,6,6
1,609.9781,1,6,6
1,569.9805,3,6,6
1,869.9703,1,6,6
1,739.9737,3,6,6
1,599.9793,2,6,6
1,589.9769,1,6,6
1,759.9726,3,6,6
1,539.9806,2,6,6
1,579.9796,1,6,6
1,769.9719,3,6,6
1,649.9776,1,6,6
1,549.9814,3,6,6
1,529.9808,1,6,6
1,509.9819,1,6,6
1,879.9683,1,6,6
0,599.9793,1,6,6
1,579.981,3,6,6
1,609.9784,1,6,6
1,629.9781,3,6,6
0,499.9834,1,6,6
1,509.981,3,6,6
1,919.9675,2,6,6
1,589.9806,1,6,6
1,609.9789,3,6,6
1,929.9668,1,6,6
1,779.9718,1,6,6
1,669.9734,3,6,6
1,619.9766,1,6,6
1,559.979,1,6,6
1,519.9817,1,6,6
1,479.9831,2,6,6
1,739.9731,3,6,6
1,479.9822,3,6,6
1,499.9814,1,6,6
1,519.9798,2,6,6
1,489.9829,2,6,6
1,559.9812,1,6,6
1,539.9818,3,6,6
0,630.0033,1,7,6
1,539.9818,2,7,6
1,529.9824,3,7,6
1,480.0091,3,7,6
1,610.003,1,7,6
1,849.9703,2,7,6
1,479.9833,1,7,6
1,439.9841,1,7,6
1,419.9866,3,7,6
0,649.9521,3,7,6
1,629.9778,1,7,6
0,689.9732,1,7,6
0,429.9831,1,7,6
0,549.9827,3,7,6
1,859.9688,1,7,6
0,909.9665,1,7,6
1,549.9794,3,7,6
1,349.9867,1,7,6
1,609.9767,1,7,6
1,589.9786,1,7,6
1,499.9837,3,7,6
1,569.9791,3,7,6
0,889.9673,2,7,6
1,539.9798,1,7,6
0,399.9855,1,7,6
1,839.9718,3,7,6
1,609.9781,1,7,6
1,479.9817,2,7,6
0,749.9735,3,7,6
0,409.9865,2,7,6
1,939.9661,3,7,6
1,759.9748,1,7,6
0,749.9741,1,7,6
1,629.9778,1,7,6
0,639.9797,3,7,6
1,639.9771,1,7,6
1,559.9815,3,7,6
1,669.9751,2,7,6
1,549.9808,1,7,6
1,499.9839,1,7,6
0,579.979,1,7,6
1,549.9797,3,7,6
0,509.9802,2,7,6
0,479.9833,3,7,6
0,489.9804,1,7,6
0,499.9825,2,7,6
1,549.9814,1,7,6
0,799.9704,3,7,6
0,649.9751,3,7,6
1,489.9821,1,7,6
1,499.9823,1,7,6
1,659.978,1,7,6
1,549.9794,1,7,6
0,589.9797,3,7,6
1,419.9852,1,7,6
1,669.974,1,7,6
0,599.9779,3,7,6
0,449.9834,1,7,6
0,269.991,1,7,6
0,419.9835,3,7,6
1,600.0029,3,8,6
0,419.9847,1,8,6
1,469.9838,1,8,6
1,479.9825,1,8,6
0,579.9804,3,8,6
1,489.9589,1,8,6
1,479.9833,3,8,6
1,510.0076,2,8,6
0,549.9562,1,8,6
1,379.9874,1,8,6
1,389.9624,1,8,6
0,429.984,3,8,6
0,499.9806,1,8,6
0,769.9674,3,8,6
1,479.9766,2,8,6
0,569.9803,1,8,6
1,609.9781,1,8,6
1,489.9818,3,8,6
0,389.9876,1,8,6
1,619.9771,1,8,6
1,759.974,3,8,6
1,579.9796,1,8,6
1,609.9795,3,8,6
1,719.9733,1,8,6
1,579.9796,1,8,6
1,429.9851,1,8,6
1,489.981,3,8,6
1,509.9821,2,8,6
1,659.9769,3,8,6
1,409.9862,1,8,6
1,439.9861,3,8,6
1,509.9819,1,8,6
1,479.9845,2,8,6
1,479.9808,1,8,6
1,399.9869,3,8,6
1,519.982,1,8,6
1,719.9742,1,8,6
0,549.9814,1,8,6
0,679.975,3,8,6
1,529.9819,2,8,6
1,509.983,3,8,6
0,499.982,2,8,6
1,509.9743,1,8,6
1,629.9784,3,8,6
1,599.9788,1,8,6
0,549.9791,2,8,6
0,509.9827,1,8,6
1,509.9827,3,8,6
0,489.9821,1,8,6
1,499.9817,1,8,6
1,529.9805,3,8,6
0,609.9784,1,8,6
0,369.987,3,8,6
1,459.9842,1,8,6
1,619.8573,3,8,6
1,529.9824,1,8,6
0,549.978,1,8,6
1,639.9769,2,8,6
1,479.9842,3,8,6
0,NaN,1,8,6
0,540.0053,1,1,7
1,389.961,2,1,7
1,359.9871,3,1,7
1,529.9816,1,1,7
1,399.9863,3,1,7
1,359.9874,1,1,7
0,379.986,1,1,7
1,539.9806,1,1,7
1,329.9894,3,1,7
1,390.0114,1,1,7
1,450.0103,3,1,7
1,309.9891,1,1,7
1,479.9831,1,1,7
1,339.9907,1,1,7
1,359.9879,3,1,7
1,379.9854,2,1,7
1,389.9867,1,1,7
1,349.9872,3,1,7
1,459.985,1,1,7
1,369.9878,1,1,7
1,409.9853,3,1,7
1,439.9844,3,1,7
1,379.9857,1,1,7
0,399.9871,1,1,7
1,399.9852,3,1,7
1,349.9878,1,1,7
1,359.989,1,1,7
1,429.9848,3,1,7
1,399.9874,2,1,7
1,399.9863,1,1,7
1,349.9872,1,1,7
1,359.9871,1,1,7
1,389.9856,3,1,7
1,469.9835,1,1,7
1,369.9861,1,1,7
1,439.9836,3,1,7
1,499.9806,2,1,7
1,529.9819,3,1,7
0,689.9751,1,1,7
0,529.9827,1,1,7
1,389.985,3,1,7
1,459.9808,2,1,7
1,439.985,1,1,7
1,399.9858,3,1,7
1,399.9852,1,1,7
1,429.9859,2,1,7
1,389.9862,3,1,7
1,389.9876,1,1,7
1,369.9881,1,1,7
1,359.986,1,1,7
1,479.9881,3,1,7
1,529.981,1,1,7
1,449.9851,3,1,7
1,389.9873,2,1,7
1,469.9854,2,1,7
0,409.9848,3,1,7
1,479.9831,1,1,7
0,459.8618,3,1,7
1,439.9833,1,1,7
1,539.9792,1,1,7
1,429.9843,3,2,7
1,399.9594,1,2,7
0,409.9862,2,2,7
1,479.9831,3,2,7
0,359.9879,1,2,7
1,399.9874,1,2,7
0,430.01,2,2,7
1,409.9859,3,2,7
1,429.9857,1,2,7
1,429.984,1,2,7
1,339.9885,1,2,7
1,439.985,3,2,7
1,399.9838,3,2,7
0,479.9822,1,2,7
1,449.9848,2,2,7
1,449.9834,1,2,7
1,399.9855,3,2,7
1,379.9857,1,2,7
1,409.9865,1,2,7
0,489.8611,1,2,7
0,539.9804,3,2,7
0,479.9839,3,2,7
1,469.9821,1,2,7
1,399.9871,1,2,7
1,409.9859,3,2,7
1,439.9855,1,2,7
1,409.9851,1,2,7
1,559.979,3,2,7
0,359.9879,1,2,7
1,439.9852,2,2,7
1,549.98,3,2,7
1,559.9798,1,2,7
1,439.985,1,2,7
1,469.9835,1,2,7
1,439.9833,3,2,7
1,409.9929,1,2,7
0,359.9888,3,2,7
0,599.9788,1,2,7
1,479.9833,1,2,7
1,419.9872,2,2,7
1,349.9881,3,2,7
1,379.9868,1,2,7
0,419.9849,2,2,7
1,649.9765,3,2,7
1,399.9866,1,2,7
1,449.9848,2,2,7
1,469.9821,1,2,7
1,369.9859,3,2,7
1,379.9868,2,2,7
0,459.9808,1,2,7
1,559.9798,3,2,7
0,429.9831,3,2,7
1,489.9818,1,2,7
1,399.9863,1,2,7
0,509.9827,1,2,7
0,509.9827,1,2,7
1,579.9799,3,2,7
0,469.9824,1,2,7
1,539.9818,3,2,7
1,589.9781,1,2,7
0,459.9842,3,3,7
1,370.0122,2,3,7
1,409.9879,1,3,7
1,329.9886,1,3,7
0,349.9867,2,3,7
1,379.9871,3,3,7
0,329.9883,1,3,7
1,390.0111,3,3,7
1,429.9845,2,3,7
1,349.9875,3,3,7
0,379.9857,1,3,7
1,519.9806,1,3,7
0,409.9879,1,3,7
1,479.9833,1,3,7
1,409.9851,3,3,7
1,439.9852,3,3,7
1,379.986,1,3,7
1,379.9863,2,3,7
0,339.9887,1,3,7
1,509.9807,1,3,7
1,389.9862,3,3,7
1,499.9828,3,3,7
0,459.9847,2,3,7
1,479.9833,1,3,7
0,359.9885,3,3,7
1,409.9848,1,3,7
1,359.9865,1,3,7
1,359.9865,1,3,7
0,369.9878,3,3,7
1,549.9819,2,3,7
0,539.9801,1,3,7
0,419.9847,1,3,7
1,629.9789,3,3,7
1,419.9838,1,3,7
1,379.9866,1,3,7
0,439.9841,3,3,7
1,519.982,3,3,7
1,389.9842,1,3,7
1,399.9869,1,3,7
0,429.9857,1,3,7
1,519.9809,3,3,7
1,449.9846,1,3,7
0,409.9853,1,3,7
1,469.984,1,3,7
0,559.9815,3,3,7
1,479.9825,2,3,7
0,479.9831,3,3,7
1,469.9826,1,3,7
1,489.9818,1,3,7
1,509.9819,2,3,7
1,449.9848,3,3,7
1,439.9836,1,3,7
1,359.9879,3,3,7
1,489.9821,1,3,7
1,399.9846,1,3,7
1,419.9863,1,3,7
1,569.9805,3,3,7
1,499.9837,1,3,7
1,449.9846,3,3,7
1,449.9846,1,3,7
0,550.0046,3,4,7
1,620.0023,1,4,7
0,409.9865,1,4,7
1,499.959,3,4,7
1,530.006,1,4,7
1,559.9793,2,4,7
1,469.9577,3,4,7
1,399.9855,1,4,7
1,420.0101,1,4,7
1,469.9835,1,4,7
1,430.01,3,4,7
0,559.9818,1,4,7
1,679.9758,1,4,7
0,469.9832,3,4,7
1,689.9754,2,4,7
0,539.9795,1,4,7
1,549.9805,3,4,7
1,519.982,1,4,7
1,499.9811,1,4,7
1,529.9799,1,4,7
0,489.9829,3,4,7
0,539.9801,3,4,7
1,619.9693,2,4,7
1,549.9833,2,4,7
1,669.9759,3,4,7
1,459.9828,1,4,7
1,409.984,1,4,7
1,439.9858,3,4,7
1,419.9849,1,4,7
1,410.059,1,4,7
1,449.984,2,4,7
1,419.9852,3,4,7
1,509.9807,1,4,7
1,449.9834,3,4,7
1,389.9878,2,4,7
1,429.9862,1,4,7
1,439.9841,1,4,7
1,389.9873,1,4,7
1,569.978,3,4,7
1,459.985,1,4,7
1,429.9845,1,4,7
1,459.9858,3,4,7
0,429.9851,3,4,7
1,509.9813,1,4,7
1,419.9849,1,4,7
1,389.9848,2,4,7
1,349.9867,1,4,7
1,499.9831,3,4,7
1,429.9871,1,4,7
1,479.9842,1,4,7
1,489.9843,3,4,7
1,439.9844,1,4,7
1,419.9877,3,4,7
1,499.982,1,4,7
0,529.9808,1,4,7
1,459.9833,3,4,7
1,469.9835,1,4,7
1,379.9838,2,4,7
1,389.9878,3,4,7
1,499.9809,1,4,7
1,439.9852,1,5,7
1,369.9878,1,5,7
1,369.9875,3,5,7
1,399.9874,3,5,7
1,409.9867,1,5,7
1,539.9812,1,5,7
1,499.9823,3,5,7
1,419.9586,1,5,7
1,410.0097,1,5,7
1,400.0101,1,5,7
0,419.8603,3,5,7
1,449.9854,1,5,7
1,459.8607,2,5,7
0,459.9833,3,5,7
1,579.979,1,5,7
1,429.9859,1,5,7
1,379.9882,1,5,7
1,389.9862,3,5,7
1,419.9875,3,5,7
1,399.9863,2,5,7
1,389.987,1,5,7
1,389.9862,2,5,7
1,399.9863,3,5,7
1,419.9844,1,5,7
1,369.987,1,5,7
0,379.9871,1,5,7
1,519.9817,3,5,7
1,389.9859,1,5,7
1,389.9873,2,5,7
1,619.9785,3,5,7
1,469.9843,3,5,7
1,539.9798,1,5,7
1,389.9884,1,5,7
1,409.9853,1,5,7
1,539.9801,3,5,7
1,379.9871,1,5,7
1,399.986,2,5,7
1,419.9861,1,5,7
1,439.9847,3,5,7
1,529.9822,1,5,7
1,429.9834,2,5,7
1,449.9826,3,5,7
1,469.9849,1,5,7
1,389.9842,1,5,7
0,459.9839,3,5,7
1,489.9824,1,5,7
1,399.9883,3,5,7
1,389.9878,1,5,7
0,369.9878,3,5,7
0,409.9851,1,5,7
0,559.9809,1,5,7
1,509.9816,1,5,7
1,489.9821,1,5,7
1,459.9839,3,5,7
0,509.9805,1,5,7
1,529.9791,1,5,7
1,459.9822,3,5,7
1,419.9835,2,5,7
1,429.984,2,5,7
1,459.9828,3,5,7
1,409.9865,1,6,7
1,360.0627,3,6,7
1,329.9872,1,6,7
1,449.984,3,6,7
1,359.9877,2,6,7
0,439.9833,1,6,7
1,529.9816,3,6,7
1,359.9885,1,6,7
1,359.9613,1,6,7
0,379.9857,2,6,7
1,430.0103,3,6,7
1,450.0098,1,6,7
1,399.9866,1,6,7
1,499.9837,1,6,7
1,529.9819,3,6,7
1,479.9833,3,6,7
1,489.9821,1,6,7
1,459.9833,1,6,7
1,509.9819,1,6,7
1,419.9835,3,6,7
1,449.9821,1,6,7
1,459.9842,1,6,7
1,369.9878,1,6,7
0,429.9851,3,6,7
1,529.9813,2,6,7
1,359.9857,3,6,7
1,409.9859,1,6,7
1,419.9852,3,6,7
1,379.9877,1,6,7
1,359.9874,1,6,7
1,419.9847,3,6,7
1,489.9832,1,6,7
0,529.9808,1,6,7
1,579.9801,1,6,7
0,489.9804,2,6,7
1,559.9815,3,6,7
1,449.9843,1,6,7
1,469.9821,1,6,7
1,399.9844,3,6,7
1,419.9847,1,6,7
1,409.9862,2,6,7
1,409.9851,3,6,7
1,459.9839,3,6,7
1,469.9846,2,6,7
0,509.9824,1,6,7
1,429.9848,2,6,7
1,399.9877,3,6,7
1,389.9873,1,6,7
1,409.9856,1,6,7
0,439.9844,3,6,7
1,529.9833,1,6,7
1,749.9744,1,6,7
1,589.9786,2,6,7
1,509.9819,3,6,7
1,419.9847,1,6,7
1,399.9874,1,6,7
1,329.9894,3,6,7
1,369.9875,3,6,7
1,419.9835,1,6,7
1,379.986,1,6,7
0,619.9785,1,7,7
1,429.9837,1,7,7
1,469.9838,3,7,7
1,399.9874,1,7,7
1,469.9849,3,7,7
0,559.9807,2,7,7
1,480.0086,1,7,7
