perf,rt,cond,block,sbj
1,349.9892,1,2,3
1,369.9878,3,3,3
1,410.0111,1,3,3
1,419.9849,1,3,3
0,809.9974,3,3,3
1,460.0091,1,3,3
0,529.981,1,3,3
1,390.0108,2,3,3
1,370.0113,3,3,3
0,320.1119,1,3,3
1,320.0128,2,3,3
1,459.9576,2,3,3
1,379.9868,3,3,3
1,319.989,1,3,3
1,399.9855,1,3,3
1,359.9857,3,3,3
1,349.9892,1,3,3
1,419.9838,1,3,3
1,329.988,3,3,3
0,319.9882,3,3,3
0,279.9903,1,3,3
1,369.9856,1,3,3
1,319.9896,3,3,3
1,369.9845,1,3,3
1,279.9903,1,3,3
1,339.9882,1,3,3
1,329.9889,3,3,3
1,269.991,1,3,3
1,319.9901,1,3,3
0,179.9944,3,3,3
1,339.9873,1,3,3
1,609.9792,1,3,3
1,309.9883,3,3,3
0,219.9919,1,3,3
1,469.9843,1,3,3
1,329.9897,3,3,3
1,309.988,1,3,3
1,329.9886,2,3,3
1,499.9845,3,3,3
1,359.9877,2,3,3
1,469.9832,1,3,3
1,349.9875,3,3,3
1,379.9871,1,3,3
1,309.9911,2,3,3
1,589.9797,2,3,3
1,429.9859,3,3,3
1,369.985,1,3,3
1,319.987,3,3,3
1,339.9887,2,3,3
1,359.9874,1,3,3
1,399.9871,1,3,3
1,439.9836,3,3,3
1,429.9845,1,3,3
1,389.985,3,3,3
1,349.9881,1,3,3
1,419.9852,1,3,3
1,409.9848,1,3,3
1,439.9841,3,3,3
0,NaN,1,3,3
0,339.9885,1,3,3
0,219.9922,3,3,3
1,340.0131,1,4,3
1,409.9859,3,4,3
1,329.988,1,4,3
1,319.9635,1,4,3
1,399.9849,3,4,3
1,309.9891,1,4,3
1,459.9825,1,4,3
1,349.9872,1,4,3
1,379.9602,3,4,3
1,319.9882,3,4,3
1,379.9857,1,4,3
1,399.9866,1,4,3
1,389.9853,3,4,3
1,339.9873,2,4,3
1,429.9848,1,4,3
1,439.9844,2,4,3
1,319.987,3,4,3
1,399.9902,1,4,3
1,429.9837,1,4,3
1,429.9859,3,4,3
1,379.9868,2,4,3
1,349.9867,3,4,3
1,329.9796,1,4,3
1,369.9867,1,4,3
1,429.9851,2,4,3
0,489.9827,1,4,3
1,369.9867,3,4,3
1,269.9905,1,4,3
0,339.9871,1,4,3
0,319.989,3,4,3
1,389.9881,1,4,3
1,329.9875,3,4,3
0,319.9901,2,4,3
1,459.9828,1,4,3
1,279.9906,3,4,3
1,319.9896,1,4,3
1,429.9834,3,4,3
1,419.9841,1,4,3
1,369.9856,1,4,3
1,449.984,1,4,3
1,309.9908,3,4,3
1,369.9878,1,4,3
1,319.9879,1,4,3
0,319.9896,2,4,3
0,339.9879,3,4,3
1,429.9848,1,4,3
1,359.9868,2,4,3
1,309.99,3,4,3
1,309.9888,1,4,3
1,369.987,1,4,3
0,279.9898,3,4,3
1,269.9913,1,4,3
1,239.9914,2,4,3
1,359.989,3,4,3
1,399.9855,3,4,3
0,309.9883,1,4,3
1,349.9897,1,4,3
1,339.9876,1,4,3
1,309.9902,3,4,3
1,309.9905,1,4,3
1,339.9876,3,5,3
1,439.9833,1,5,3
1,389.9612,1,5,3
1,439.9589,1,5,3
1,329.9886,3,5,3
1,409.9859,1,5,3
1,329.9891,3,5,3
1,419.9847,2,5,3
1,429.984,1,5,3
1,359.9877,3,5,3
1,409.9862,1,5,3
1,360.0148,1,5,3
0,439.9827,2,5,3
1,349.9889,1,5,3
1,439.9833,3,5,3
1,319.9868,1,5,3
0,599.9782,3,5,3
1,369.9884,1,5,3
0,309.9874,1,5,3
1,349.9869,1,5,3
1,509.9835,3,5,3
1,309.9888,1,5,3
1,319.9873,3,5,3
1,339.9873,2,5,3
0,319.9882,1,5,3
0,309.9886,3,5,3
1,359.9863,1,5,3
1,859.9705,3,5,3
1,869.9701,1,5,3
1,319.9887,1,5,3
1,309.9883,1,5,3
1,259.9897,1,5,3
1,369.9859,3,5,3
1,309.9886,1,5,3
1,309.9911,3,5,3
0,309.9877,1,5,3
1,279.9898,3,5,3
1,349.9886,1,5,3
1,349.9875,2,5,3
1,359.9879,1,5,3
1,269.9899,1,5,3
0,269.9885,3,5,3
1,379.9854,2,5,3
1,349.9858,2,5,3
1,389.9856,3,5,3
0,419.9852,2,5,3
1,339.9871,2,5,3
1,379.9863,3,5,3
1,309.9888,1,5,3
1,409.9834,3,5,3
1,409.9859,1,5,3
1,359.9857,3,5,3
1,409.9865,1,5,3
1,449.9829,1,5,3
1,509.9821,1,5,3
0,519.9826,3,5,3
1,339.9876,1,5,3
1,329.9891,1,5,3
1,339.9885,3,5,3
0,439.9822,1,5,3
1,339.9887,2,6,3
1,329.9877,3,6,3
1,329.988,1,6,3
1,349.9881,1,6,3
1,319.9882,3,6,3
1,479.9568,1,6,3
1,369.8859,1,6,3
1,339.9868,1,6,3
1,339.9879,3,6,3
1,409.9859,1,6,3
1,419.9852,1,6,3
1,339.989,3,6,3
1,349.9872,1,6,3
1,399.9877,3,6,3
0,379.988,1,6,3
0,369.9859,3,6,3
1,419.9861,1,6,3
1,309.9894,1,6,3
1,379.9852,1,6,3
1,539.9804,1,6,3
1,330.1093,3,6,3
1,249.9921,1,6,3
0,259.992,3,6,3
1,499.9814,1,6,3
1,329.9886,3,6,3
1,329.9869,1,6,3
1,309.9902,1,6,3
1,339.9876,1,6,3
1,349.8679,2,6,3
1,309.9919,3,6,3
1,309.9874,2,6,3
1,229.9929,1,6,3
0,209.9912,3,6,3
1,349.9864,2,6,3
1,309.9902,1,6,3
1,229.9898,3,6,3
1,309.9886,3,6,3
1,279.9898,1,6,3
1,409.9826,2,6,3
1,339.9873,3,6,3
1,389.9845,1,6,3
0,329.9847,1,6,3
1,349.9878,1,6,3
1,309.9877,1,6,3
0,449.9821,3,6,3
0,379.9854,2,6,3
1,469.9835,3,6,3
1,359.9882,1,6,3
0,329.9886,2,6,3
1,339.9901,3,6,3
1,339.9896,1,6,3
1,339.9885,1,6,3
1,339.9885,3,6,3
0,309.9894,2,6,3
1,319.9893,1,6,3
1,389.9867,3,6,3
1,409.9837,1,6,3
1,399.9863,1,6,3
1,319.9887,3,6,3
1,329.9891,1,6,3
1,359.9882,1,7,3
1,329.988,1,7,3
1,339.9616,3,7,3
1,319.9635,2,7,3
1,320.0386,3,7,3
1,389.9848,1,7,3
1,339.9621,1,7,3
1,309.9891,3,7,3
1,359.9625,1,7,3
0,699.9747,1,7,3
1,399.9852,3,7,3
1,309.9886,1,7,3
1,310.0135,1,7,3
1,309.9894,2,7,3
0,239.9925,3,7,3
1,239.992,3,7,3
1,359.9868,1,7,3
1,309.9905,1,7,3
0,359.9879,1,7,3
1,309.9894,3,7,3
1,349.9861,1,7,3
1,309.9894,1,7,3
1,329.9872,2,7,3
1,319.9887,3,7,3
1,379.9849,1,7,3
1,379.9868,3,7,3
1,369.9878,1,7,3
1,259.99,3,7,3
1,319.9907,1,7,3
1,399.986,1,7,3
1,339.9876,1,7,3
1,369.9861,3,7,3
1,389.985,1,7,3
0,319.9868,1,7,3
0,319.9879,3,7,3
1,259.9928,1,7,3
0,309.9891,3,7,3
1,419.9858,2,7,3
1,359.9874,1,7,3
0,329.988,2,7,3
0,219.99,3,7,3
1,409.9851,2,7,3
1,319.9896,1,7,3
1,349.9864,1,7,3
1,489.9815,3,7,3
1,599.9788,1,7,3
1,309.9902,3,7,3
1,279.9898,1,7,3
1,309.9902,1,7,3
1,309.9908,3,7,3
1,319.9912,2,7,3
1,309.9877,3,7,3
1,209.9923,2,7,3
1,329.9877,1,7,3
1,309.9877,1,7,3
1,319.989,3,7,3
1,349.9878,1,7,3
1,309.9911,1,7,3
1,319.9882,3,7,3
1,309.9886,1,7,3
1,540.0058,1,8,3
1,359.9619,1,8,3
1,329.9891,3,8,3
1,389.9864,2,8,3
1,369.9618,3,8,3
1,399.9869,1,8,3
1,609.9778,3,8,3
1,419.9849,1,8,3
1,479.9833,1,8,3
1,419.96,3,8,3
1,419.9844,1,8,3
1,379.9874,1,8,3
1,369.9886,1,8,3
1,549.9788,1,8,3
1,359.9854,3,8,3
1,429.9845,1,8,3
1,479.9839,3,8,3
1,519.9803,1,8,3
1,499.9817,1,8,3
1,389.9867,2,8,3
1,339.9896,3,8,3
1,359.9888,1,8,3
1,389.987,1,8,3
1,449.9834,3,8,3
1,399.9858,2,8,3
1,399.9855,3,8,3
1,349.9886,1,8,3
0,509.981,1,8,3
1,309.9905,3,8,3
0,319.968,1,8,3
1,399.9838,1,8,3
1,489.9818,1,8,3
1,439.9839,3,8,3
1,309.988,3,8,3
0,279.9909,1,8,3
1,499.9814,1,8,3
0,379.986,1,8,3
1,339.9873,3,8,3
1,219.9916,1,8,3
0,199.9916,1,8,3
1,319.9873,1,8,3
0,309.9902,3,8,3
1,369.9875,1,8,3
1,309.9902,2,8,3
1,309.9908,3,8,3
0,359.9851,1,8,3
1,309.9886,1,8,3
1,359.9863,3,8,3
1,359.9871,3,8,3
1,379.9863,2,8,3
1,319.9887,2,8,3
1,519.9817,1,8,3
1,309.9888,1,8,3
0,389.9881,3,8,3
1,309.988,3,8,3
1,269.9902,1,8,3
1,429.9845,2,8,3
1,319.9907,3,8,3
1,319.9898,2,8,3
1,339.9873,1,8,3
1,549.9802,1,1,4
1,509.9813,1,1,4
0,619.9774,3,1,4
1,519.982,1,1,4
1,380.0118,1,1,4
1,649.9524,3,1,4
0,439.9844,3,1,4
0,439.9592,1,1,4
0,NaN,1,1,4
1,829.9711,1,1,4
0,560.005,2,1,4
1,739.9983,3,1,4
1,809.9714,3,1,4
0,909.9673,1,1,4
1,659.9777,1,1,4
1,649.9784,1,1,4
1,449.9857,1,1,4
1,469.9835,3,1,4
1,409.9856,3,1,4
1,439.9836,1,1,4
1,439.9858,1,1,4
1,539.9868,1,1,4
0,389.9876,3,1,4
0,479.9845,1,1,4
1,439.9836,2,1,4
0,509.9833,1,1,4
0,809.9694,3,1,4
1,749.9749,1,1,4
1,829.9697,1,1,4
1,529.9805,3,1,4
0,609.9789,1,1,4
1,629.9781,3,1,4
0,489.9838,1,1,4
0,799.9726,3,1,4
0,539.9823,2,1,4
0,909.9682,2,1,4
0,989.9674,1,1,4
0,NaN,3,1,4
0,NaN,2,1,4
0,519.9803,3,1,4
1,669.9751,1,1,4
0,549.9869,1,1,4
1,479.9817,1,1,4
1,449.9829,3,1,4
1,429.9843,1,1,4
1,479.9822,1,1,4
0,569.9794,3,1,4
0,479.9842,1,1,4
0,309.9869,1,1,4
1,719.9745,3,1,4
1,689.9754,1,1,4
1,489.9818,2,1,4
0,459.983,2,1,4
0,659.9744,3,1,4
1,979.9653,1,1,4
0,589.9285,3,1,4
1,679.9758,1,1,4
0,709.9726,2,1,4
0,660.0828,3,1,4
0,419.9849,1,1,4
0,469.9838,2,2,4
0,670.0011,3,2,4
1,979.9656,2,2,4
1,679.9772,1,2,4
1,729.999,1,2,4
1,529.9567,3,2,4
1,570.0057,1,2,4
0,729.9489,3,2,4
1,409.9593,1,2,4
1,580.0034,1,2,4
1,590.0047,1,2,4
1,599.953,3,2,4
0,579.9807,1,2,4
1,539.9806,3,2,4
1,569.9783,2,2,4
1,559.9798,3,2,4
1,599.9785,1,2,4
0,659.9755,1,2,4
0,779.9726,1,2,4
0,NaN,1,2,4
1,609.977,3,2,4
0,329.988,1,2,4
0,409.987,1,2,4
0,619.9766,3,2,4
1,529.9805,2,2,4
1,399.9874,3,2,4
1,529.9827,1,2,4
1,549.9811,3,2,4
1,579.9771,1,2,4
0,219.8698,1,2,4
0,479.9928,3,2,4
0,609.9792,1,2,4
1,839.969,1,2,4
0,409.9859,1,2,4
1,509.9819,3,2,4
0,589.9789,1,2,4
0,439.983,1,2,4
0,599.9785,1,2,4
0,629.977,3,2,4
1,519.9826,1,2,4
1,699.9747,1,2,4
0,959.9659,3,2,4
1,719.9733,2,2,4
1,479.9825,3,2,4
1,499.9828,2,2,4
0,950.075,1,2,4
0,439.9839,1,2,4
0,809.9708,3,2,4
0,759.9754,3,2,4
0,NaN,1,2,4
1,899.9675,1,2,4
1,529.9805,1,2,4
1,489.9832,1,2,4
1,389.9884,3,2,4
1,369.9875,3,2,4
1,589.9811,2,2,4
0,689.9768,2,2,4
0,369.9872,1,2,4
1,379.9854,3,2,4
1,519.9828,1,2,4
1,529.9819,1,3,4
1,529.981,1,3,4
0,739.8723,3,3,4
0,489.9838,1,3,4
1,859.8473,3,3,4
1,729.9749,2,3,4
1,620.0029,3,3,4
1,749.9741,2,3,4
1,490.0826,1,3,4
1,439.9844,3,3,4
1,430.0097,1,3,4
1,449.9832,1,3,4
1,439.9844,1,3,4
1,530.0981,3,3,4
0,589.9797,1,3,4
1,419.9841,3,3,4
1,479.9817,1,3,4
1,409.9851,1,3,4
1,309.9891,2,3,4
1,459.9828,3,3,4
1,429.9851,1,3,4
1,339.9899,1,3,4
1,419.9852,1,3,4
0,629.9798,3,3,4
1,599.9799,1,3,4
1,389.9853,1,3,4
1,369.9859,3,3,4
1,399.9838,3,3,4
1,529.983,1,3,4
1,409.9845,2,3,4
1,499.982,1,3,4
1,379.986,1,3,4
1,449.9848,3,3,4
1,369.8758,1,3,4
1,479.9786,1,3,4
1,429.9843,3,3,4
1,329.9875,2,3,4
0,329.9877,1,3,4
1,569.9805,3,3,4
0,539.9829,1,3,4
1,439.985,1,3,4
1,439.9836,3,3,4
1,749.9727,3,3,4
1,529.9802,1,3,4
0,270.0416,2,3,4
1,390.1043,2,3,4
1,579.9796,3,3,4
1,429.9831,1,3,4
0,359.9868,2,3,4
1,319.9876,3,3,4
1,449.984,1,3,4
0,759.9742,3,3,4
1,389.9873,1,3,4
1,539.9806,1,3,4
1,439.9847,1,3,4
1,549.9794,3,3,4
0,489.9804,1,3,4
0,350.1001,1,3,4
1,489.9827,3,3,4
1,589.9811,1,3,4
1,499.9825,1,4,4
1,409.8873,1,4,4
1,389.9612,3,4,4
1,409.9599,1,4,4
1,429.9848,1,4,4
1,459.8982,3,4,4
0,470.009,2,4,4
1,499.9825,3,4,4
1,449.984,1,4,4
1,379.9866,1,4,4
1,519.9815,1,4,4
1,389.9864,3,4,4
1,379.9852,1,4,4
1,309.9891,1,4,4
1,409.9845,3,4,4
1,509.9597,1,4,4
1,589.9792,3,4,4
0,489.9838,1,4,4
1,439.9833,3,4,4
1,479.9836,1,4,4
1,349.9872,1,4,4
0,539.9812,1,4,4
0,399.9858,3,4,4
0,579.9796,1,4,4
1,399.9858,3,4,4
1,479.9825,1,4,4
1,409.9865,2,4,4
1,519.9831,1,4,4
1,579.9776,3,4,4
1,439.9827,1,4,4
1,459.9828,1,4,4
1,369.9864,3,4,4
1,379.9849,1,4,4
1,449.9846,2,4,4
1,379.9871,3,4,4
1,399.972,2,4,4
1,809.9742,1,4,4
1,339.9904,3,4,4
1,309.9897,1,4,4
1,389.9862,2,4,4
1,370.0998,3,4,4
1,649.9776,1,4,4
0,369.987,1,4,4
1,459.9856,1,4,4
0,469.9838,3,4,4
1,749.9746,1,4,4
1,510.1003,1,4,4
1,539.9764,3,4,4
0,359.9874,2,4,4
1,429.9837,3,4,4
0,319.9854,1,4,4
1,419.9852,2,4,4
1,479.9822,3,4,4
0,649.9762,2,4,4
0,719.9725,3,4,4
1,399.9832,1,4,4
1,399.9866,1,4,4
0,629.9778,1,4,4
1,519.9826,1,4,4
0,739.9728,3,4,4
1,449.9834,1,5,4
1,399.9736,3,5,4
1,359.9619,1,5,4
1,309.9908,2,5,4
1,309.9908,3,5,4
1,269.9896,1,5,4
0,270.06,3,5,4
1,260.0149,1,5,4
1,399.9871,1,5,4
0,510.0079,1,5,4
1,429.9854,3,5,4
1,390.0111,1,5,4
1,489.9827,2,5,4
1,559.8943,3,5,4
1,409.9859,1,5,4
1,339.9896,3,5,4
1,349.9878,1,5,4
0,549.9805,1,5,4
1,489.9843,1,5,4
1,389.9887,3,5,4
1,379.9871,2,5,4
0,619.9785,1,5,4
1,559.9815,3,5,4
0,489.9813,1,5,4
1,679.9752,3,5,4
0,659.9744,1,5,4
1,389.9867,2,5,4
1,449.9837,1,5,4
1,389.9881,3,5,4
1,519.9812,1,5,4
1,549.9811,3,5,4
1,309.9872,1,5,4
0,489.9829,1,5,4
1,319.989,3,5,4
1,490.0051,1,5,4
1,559.9829,1,5,4
1,469.9804,3,5,4
1,319.989,1,5,4
1,319.9893,1,5,4
0,309.9824,1,5,4
1,419.9844,3,5,4
0,269.991,1,5,4
1,359.9879,2,5,4
1,339.9865,1,5,4
0,469.9849,3,5,4
1,349.9869,2,5,4
1,549.9797,2,5,4
1,459.9844,3,5,4
1,719.9747,1,5,4
1,459.9839,1,5,4
1,470.1073,3,5,4
1,459.9836,3,5,4
1,399.9846,1,5,4
1,509.9821,1,5,4
1,309.988,3,5,4
1,369.9875,1,5,4
1,329.988,2,5,4
1,479.9828,3,5,4
1,409.9865,1,5,4
1,469.9852,1,5,4
1,459.9839,1,6,4
1,379.9866,1,6,4
1,349.9867,3,6,4
1,479.9831,2,6,4
0,349.9878,3,6,4
1,369.9872,1,6,4
1,319.9896,1,6,4
0,469.9832,3,6,4
1,569.9808,1,6,4
1,420.0121,2,6,4
0,400.0126,1,6,4
1,459.8836,3,6,4
0,649.9773,1,6,4
0,519.982,3,6,4
1,479.9845,1,6,4
1,439.985,1,6,4
1,469.984,1,6,4
1,409.987,3,6,4
1,429.9851,1,6,4
1,10.0002,3,6,4
1,439.9866,1,6,4
1,439.9864,3,6,4
1,429.9851,2,6,4
1,509.9824,1,6,4
1,359.9874,1,6,4
1,559.9807,1,6,4
0,749.9741,3,6,4
1,439.9839,1,6,4
1,419.9849,3,6,4
1,399.9863,1,6,4
1,309.9863,1,6,4
0,379.9866,1,6,4
1,329.9883,3,6,4
1,579.9787,2,6,4
0,409.9873,3,6,4
1,309.9888,1,6,4
0,369.9856,2,6,4
0,459.9839,1,6,4
1,429.9862,3,6,4
1,639.9766,1,6,4
1,549.9827,1,6,4
1,439.9836,3,6,4
0,499.9809,1,6,4
1,449.9832,3,6,4
0,319.9904,2,6,4
1,689.9754,1,6,4
1,489.9829,3,6,4
1,339.9873,2,6,4
0,349.9861,3,6,4
1,309.988,1,6,4
0,339.9893,1,6,4
1,359.9863,1,6,4
1,369.994,1,6,4
1,569.9817,3,6,4
1,350.1065,1,6,4
1,349.9844,3,6,4
0,399.9852,1,6,4
0,369.9867,1,6,4
1,339.9887,2,6,4
1,349.9883,3,6,4
1,499.9809,1,7,4
0,579.9787,3,7,4
1,520.0064,1,7,4
1,509.9805,1,7,4
1,400.0121,3,7,4
1,369.9884,1,7,4
1,519.9806,3,7,4
1,389.9867,1,7,4
1,519.9817,1,7,4
1,369.9629,1,7,4
0,389.9873,3,7,4
0,399.9608,2,7,4
0,369.9878,1,7,4
1,429.984,3,7,4
1,379.986,2,7,4
1,349.9869,3,7,4
1,739.9739,1,7,4
0,339.9859,1,7,4
0,489.9827,3,7,4
0,509.9821,1,7,4
0,849.9692,1,7,4
1,969.9663,3,7,4
0,799.9709,1,7,4
1,439.9836,1,7,4
1,630.0915,3,7,4
1,599.9796,1,7,4
0,519.9831,1,7,4
1,359.9857,2,7,4
1,419.9749,3,7,4
1,399.9177,1,7,4
1,420.0554,3,7,4
1,409.9862,1,7,4
1,369.9864,2,7,4
0,329.9897,3,7,4
1,629.9781,1,7,4
1,559.9821,1,7,4
0,359.9879,1,7,4
1,369.987,1,7,4
1,239.9917,3,7,4
1,809.9717,2,7,4
0,369.9864,3,7,4
1,519.9801,1,7,4
0,320.0359,1,7,4
0,329.9869,3,7,4
1,499.9825,2,7,4
1,429.9843,1,7,4
1,499.9814,1,7,4
1,459.9847,3,7,4
0,309.9883,1,7,4
1,399.9835,3,7,4
1,379.9871,2,7,4
0,269.9888,3,7,4
0,309.988,1,7,4
1,529.9824,1,7,4
0,329.9883,3,7,4
1,779.9732,2,7,4
1,389.9859,1,7,4
0,309.99,1,7,4
1,509.9827,1,7,4
1,429.9843,3,7,4
1,539.9557,2,8,4
0,399.9597,1,8,4
1,369.9875,3,8,4
0,509.9813,1,8,4
1,479.9836,1,8,4
1,499.9814,3,8,4
1,409.961,2,8,4
1,560.0053,3,8,4
1,409.9599,1,8,4
1,419.9852,1,8,4
1,459.9836,3,8,4
0,439.9852,1,8,4
1,629.9776,3,8,4
1,549.9794,1,8,4
0,649.9767,2,8,4
0,699.9767,1,8,4
1,529.9816,1,8,4
1,399.986,3,8,4
1,399.9849,3,8,4
1,380.0583,1,8,4
1,499.9831,2,8,4
1,409.9848,1,8,4
1,679.975,2,8,4
1,469.9832,3,8,4
1,399.9855,1,8,4
1,499.9842,1,8,4
1,539.9804,3,8,4
1,559.9798,3,8,4
1,589.9803,1,8,4
1,429.9859,1,8,4
1,359.9857,1,8,4
1,489.9835,3,8,4
1,539.9809,1,8,4
1,389.985,1,8,4
1,369.9886,3,8,4
1,379.9849,1,8,4
1,359.9874,1,8,4
1,399.9874,3,8,4
1,369.9864,1,8,4
0,380.1075,1,8,4
1,379.9871,1,8,4
1,309.9902,3,8,4
1,359.9871,1,8,4
0,369.9859,3,8,4
0,319.9893,1,8,4
0,719.8554,3,8,4
0,379.9871,2,8,4
1,659.9755,1,8,4
0,589.9775,2,8,4
1,509.9807,3,8,4
1,779.9729,2,8,4
1,529.981,1,8,4
1,579.9785,3,8,4
1,589.9781,1,8,4
1,349.9883,1,8,4
0,319.9893,3,8,4
0,309.9891,1,8,4
1,249.9904,1,8,4
1,409.9862,3,8,4
0,319.989,1,8,4
1,660.0013,1,1,5
1,440.0102,3,1,5
1,419.9844,1,1,5
0,349.9881,1,1,5
1,459.9833,2,1,5
1,379.9868,3,1,5
0,429.9848,3,1,5
1,479.9587,2,1,5
1,449.9837,1,1,5
1,639.976,1,1,5
1,509.9964,3,1,5
1,469.9486,1,1,5
0,NaN,2,1,5
1,469.9734,1,1,5
1,469.9882,3,1,5
0,599.9732,1,1,5
1,499.9825,1,1,5
1,559.9807,3,1,5
1,530.0202,3,1,5
1,479.9817,1,1,5
1,599.9718,2,1,5
1,569.9694,1,1,5
1,519.9731,3,1,5
1,600,1,1,5
1,489.9807,1,1,5
1,479.9755,3,1,5
1,429.9745,1,1,5
1,509.9754,1,1,5
1,449.9862,3,1,5
1,449.9807,1,1,5
1,589.9577,1,1,5
1,659.973,1,1,5
1,599.9712,3,1,5
0,NaN,1,1,5
1,509.9799,3,1,5
1,479.9853,2,1,5
1,409.9717,1,1,5
1,499.9878,3,1,5
1,469.991,2,1,5
1,509.9788,1,1,5
1,459.9872,1,1,5
1,489.981,3,1,5
1,369.985,1,1,5
1,469.9941,3,1,5
1,719.9801,1,1,5
1,409.9703,3,1,5
1,640.0028,1,1,5
0,NaN,1,1,5
1,449.986,3,1,5
1,429.9873,2,1,5
1,570.0001,1,1,5
1,559.9823,1,1,5
1,469.9779,3,1,5
1,769.9744,1,1,5
1,499.9806,2,1,5
0,NaN,3,1,5
1,450.0293,1,1,5
1,609.9778,1,1,5
1,459.9741,3,1,5
0,519.9817,1,1,5
1,409.9599,1,2,5
1,369.9629,1,2,5
1,399.9866,3,2,5
1,379.9863,2,2,5
1,499.9817,3,2,5
0,489.958,1,2,5
0,409.9853,3,2,5
1,379.9868,2,2,5
1,470.009,1,2,5
1,419.9844,1,2,5
1,379.9866,3,2,5
1,679.9766,1,2,5
1,439.9839,1,2,5
1,469.9829,3,2,5
1,389.985,1,2,5
1,389.9853,1,2,5
1,629.9773,3,2,5
1,449.9857,1,2,5
1,599.9788,1,2,5
1,519.9809,1,2,5
1,459.9825,3,2,5
1,419.9849,1,2,5
1,469.9824,3,2,5
1,559.9815,2,2,5
1,409.9848,1,2,5
1,469.9832,3,2,5
1,629.9776,1,2,5
1,429.984,2,2,5
1,399.9846,3,2,5
0,399.9852,1,2,5
1,559.9793,1,2,5
1,419.9844,1,2,5
1,549.9811,3,2,5
1,409.9865,3,2,5
1,429.9857,1,2,5
1,619.9777,1,2,5
1,569.9794,2,2,5
1,499.9817,3,2,5
1,449.9834,1,2,5
1,479.9831,3,2,5
1,509.9816,1,2,5
1,669.9776,1,2,5
1,389.9848,3,2,5
1,459.9839,2,2,5
0,589.9789,1,2,5
1,419.9863,1,2,5
1,539.9818,1,2,5
1,489.9821,3,2,5
1,469.9815,1,2,5
1,749.9738,1,2,5
0,529.9813,3,2,5
1,569.98,1,2,5
0,989.9641,3,2,5
1,599.9785,1,2,5
1,699.9733,1,2,5
1,479.9833,3,2,5
0,809.9722,2,2,5
1,449.9848,2,2,5
1,689.9757,3,2,5
1,539.9801,1,2,5
1,599.9536,3,3,5
1,529.9816,1,3,5
1,389.961,2,3,5
1,589.9792,1,3,5
0,389.9612,1,3,5
1,399.9611,3,3,5
1,459.9587,1,3,5
1,389.8607,3,3,5
1,509.9819,1,3,5
1,489.9835,1,3,5
1,530.0065,3,3,5
1,429.9868,1,3,5
1,499.9806,1,3,5
1,659.9766,3,3,5
0,489.9824,1,3,5
1,499.9831,1,3,5
1,419.9852,1,3,5
1,619.978,3,3,5
1,629.9781,1,3,5
1,379.9854,3,3,5
1,459.9828,2,3,5
1,489.9815,1,3,5
1,419.9838,1,3,5
1,599.9785,3,3,5
1,499.9803,1,3,5
1,559.9784,1,3,5
1,529.983,3,3,5
1,449.9848,1,3,5
1,469.9821,3,3,5
1,579.9799,1,3,5
1,439.9844,3,3,5
1,439.983,1,3,5
1,379.9868,1,3,5
1,359.9893,3,3,5
1,589.9789,1,3,5
1,519.9809,1,3,5
1,489.9832,3,3,5
1,569.98,2,3,5
1,479.9828,1,3,5
1,439.9844,2,3,5
1,639.9777,3,3,5
1,409.9848,1,3,5
1,399.9871,1,3,5
1,439.9852,3,3,5
1,449.9843,1,3,5
1,439.9847,1,3,5
1,459.9856,3,3,5
0,439.9866,1,3,5
1,429.9854,2,3,5
1,549.9816,3,3,5
1,559.9812,2,3,5
1,599.9802,1,3,5
1,529.983,3,3,5
1,549.9814,1,3,5
1,559.9798,2,3,5
1,699.975,2,3,5
1,719.9759,3,3,5
0,NaN,3,3,5
0,499.9834,1,3,5
1,629.9319,1,3,5
1,359.9874,3,4,5
0,379.9619,1,4,5
1,469.9586,1,4,5
0,389.9878,2,4,5
0,440.0091,1,4,5
1,460.0099,3,4,5
1,420.0107,1,4,5
1,449.9851,3,4,5
1,429.984,1,4,5
1,429.9854,1,4,5
1,500.0066,1,4,5
0,489.9821,3,4,5
0,419.9866,1,4,5
0,529.9813,1,4,5
1,449.9846,3,4,5
0,459.983,3,4,5
1,599.9804,1,4,5
0,439.9844,1,4,5
1,339.9885,3,4,5
1,419.9849,1,4,5
0,429.9851,1,4,5
0,379.9885,1,4,5
1,309.9872,2,4,5
1,509.9827,3,4,5
1,519.9803,1,4,5
1,549.9805,3,4,5
0,559.9801,1,4,5
1,349.9869,1,4,5
0,409.9845,1,4,5
1,399.9871,3,4,5
0,349.9892,3,4,5
0,359.9882,2,4,5
1,309.9877,1,4,5
1,409.9876,1,4,5
1,499.9825,3,4,5
0,659.9766,1,4,5
1,479.9856,3,4,5
1,489.9832,2,4,5
1,759.9731,1,4,5
0,469.9826,3,4,5
0,369.9875,1,4,5
0,359.9863,1,4,5
0,309.9888,2,4,5
1,349.9883,3,4,5
1,769.9738,2,4,5
1,439.9847,3,4,5
1,359.9868,2,4,5
1,409.9856,1,4,5
0,379.986,3,4,5
0,309.99,1,4,5
1,659.9763,1,4,5
0,669.9771,3,4,5
0,739.9742,2,4,5
1,489.9846,1,4,5
0,489.9815,1,4,5
1,379.9868,3,4,5
1,779.9745,1,4,5
0,419.9841,3,4,5
1,439.9833,1,4,5
0,459.8646,1,4,5
1,510.0065,1,5,5
1,479.9825,3,5,5
1,659.9772,1,5,5
